French,Russian,ExampleFrench,ExampleRussian,Emoji
"rocheux, rocheuse",скалистый,"Un terrain <b>rocheux</b>.","<b>Скалистая</b> местность.",🏔️
tâtonner,нащупывать,"<b>Tâtonner</b> dans le noir.","<b>Нащупывать</b> в темноте.",👆
une rayure,полоса,"Une <b>rayure</b> sur le verre.","<b>Полоса</b> на стекле.",➖
extra,отличный,"Un repas <b>extra</b>.","<b>Отличный</b> обед.",⭐
un croquis,набросок,"Faire un <b>croquis</b>.","Сделать <b>набросок</b>.",✏️
un effectif,штат,"L'<b>effectif</b> de l'entreprise.","<b>Штат</b> предприятия.",👥
une attache,привязанность,"Une forte <b>attache</b>.","Сильная <b>привязанность</b>.",❤️
sillonner,бороздить,"<b>Sillonner</b> les mers.","<b>Бороздить</b> моря.",🚢
"vigilant, vigilante",бдительный,"Rester <b>vigilant</b>.","Оставаться <b>бдительным</b>.",👁️
un caniveau,сточная канава,"L'eau dans le <b>caniveau</b>.","Вода в <b>канаве</b>.",🌧️
un encens,ладан,"Brûler de l'<b>encens</b>.","Жечь <b>ладан</b>.",🔥
un somnifère,снотворное,"Prendre un <b>somnifère</b>.","Принять <b>снотворное</b>.",💊
un versant,склон,"Le <b>versant</b> de la montagne.","<b>Склон</b> горы.",⛰️
un goulot,горлышко,"Le <b>goulot</b> de la bouteille.","<b>Горлышко</b> бутылки.",🍾
une sacoche,сумка,"Une <b>sacoche</b> de vélo.","Велосипедная <b>сумка</b>.",🚲
fiable,надёжный,"Une source <b>fiable</b>.","<b>Надёжный</b> источник.",✅
un intendant,управляющий,"L'<b>intendant</b> du château.","<b>Управляющий</b> замком.",🏰
un peuplier,тополь,"Un <b>peuplier</b> au bord de la route.","<b>Тополь</b> у дороги.",🌳
une fraude,мошенничество,"Une <b>fraude</b> fiscale.","Налоговое <b>мошенничество</b>.",💰
une prophétie,пророчество,"Une <b>prophétie</b> ancienne.","Древнее <b>пророчество</b>.",🔮
"tropical, tropicale",тропический,"Un climat <b>tropical</b>.","<b>Тропический</b> климат.",🌴
un gay,гей,"Un bar <b>gay</b>.","<b>Гей</b>-бар.",🏳️‍🌈
un proverbe,пословица,"Un <b>proverbe</b> populaire.","Народная <b>пословица</b>.",📜
un opium,опиум,"Fumer de l'<b>opium</b>.","Курить <b>опиум</b>.",💨
une lingerie,нижнее бельё,"Acheter de la <b>lingerie</b>.","Покупать <b>нижнее бельё</b>.",👙
un câlin,объятие,"Faire un <b>câlin</b>.","Сделать <b>обнимашки</b>.",🤗
une fresque,фреска,"Une <b>fresque</b> murale.","Настенная <b>фреска</b>.",🖼️
une punaise,клоп; кнопка,"Une <b>punaise</b> de lit.","Постельный <b>клоп</b>.",🐛
patauger,плескаться,"<b>Patauger</b> dans la boue.","<b>Плескаться</b> в грязи.",🌧️
un calvaire,голгофа,"Un vrai <b>calvaire</b>.","Настоящая <b>голгофа</b>.",😫
une guirlande,гирлянда,"Une <b>guirlande</b> de Noël.","Рождественская <b>гирлянда</b>.",🎄
un grognement,ворчание,"Le <b>grognement</b> de l'ours.","<b>Ворчание</b> медведя.",🐻
"initial, initiale",начальный,"La phase <b>initiale</b>.","<b>Начальная</b> фаза.",🚀
un insigne,знак отличия,"Un <b>insigne</b> militaire.","Военный <b>знак</b>.",🎖️
un fournisseur,поставщик,"Un <b>fournisseur</b> fiable.","<b>Надёжный</b> поставщик.",📦
boxer,боксировать,"<b>Boxer</b> contre un adversaire.","<b>Боксировать</b> с противником.",🥊
friser,завивать,"<b>Friser</b> les cheveux.","<b>Завивать</b> волосы.",💇
impénétrable,непроницаемый,"Un mystère <b>impénétrable</b>.","<b>Непроницаемая</b> тайна.",🔒
un soviet,совет,"Le <b>soviet</b> suprême.","Верховный <b>совет</b>.",🇷🇺
une fascination,очарование,"Une <b>fascination</b> pour l'art.","<b>Очарование</b> искусством.",✨
"nourri, nourrie",питающийся,"Bien <b>nourri</b>.","Хорошо <b>упитанный</b>.",🍽️
un saule,ива,"Un <b>saule</b> pleureur.","Плакучая <b>ива</b>.",🌳
un trafiquant,торговец,"Un <b>trafiquant</b> de drogue.","<b>Наркоторговец</b>.",⚠️
"communal, communale",общинный,"Une école <b>communale</b>.","<b>Муниципальная</b> школа.",🏫
"ensoleillé, ensoleillée",солнечный,"Une journée <b>ensoleillée</b>.","<b>Солнечный</b> день.",☀️
une supposition,предположение,"Une simple <b>supposition</b>.","Простое <b>предположение</b>.",🤔
cash,наличными,"Payer <b>cash</b>.","Платить <b>наличными</b>.",💵
un perdant,проигравший,"Un mauvais <b>perdant</b>.","Плохой <b>проигравший</b>.",😤
principalement,главным образом,"<b>Principalement</b> en été.","<b>Главным образом</b> летом.",📊
