French,Russian,ExampleFrench,ExampleRussian,Emoji
une cassette,кассета,"J'ai trouvé une vieille <b>cassette</b>.","Я нашёл старую <b>кассету</b>.",📼
sacrer,ругаться (квеб.),"Il n'arrête pas de <b>sacrer</b>.","Он не перестаёт <b>ругаться</b>.",🤬
chacune,каждая,"<b>Chacune</b> a son style.","У <b>каждой</b> свой стиль.",👩
une vivante,живая (субст.),"Les morts et les <b>vivantes</b>.","Мёртвые и <b>живые</b>.",💓
hop,оп! хоп!,"<b>Hop</b>, on y va !","<b>Хоп</b>, поехали!",🏃
octobre,октябрь,"En <b>octobre</b>, les feuilles tombent.","В <b>октябре</b> падают листья.",🍂
arrière,задний,"La roue <b>arrière</b>.","<b>Заднее</b> колесо.",🔙
une lire,лира (валюта),"La <b>lire</b> italienne.","Итальянская <b>лира</b>.",💰
un suivant,следующий (субст.),"Au <b>suivant</b> !","<b>Следующий</b>!",➡️
un chinois,китаец,"Mon ami est <b>chinois</b>.","Мой друг — <b>китаец</b>.",🇨🇳
un rock,рок (музыка),"J'aime le <b>rock</b>.","Я люблю <b>рок</b>.",🎸
"enculé, enculée",задница (груб.),"Quel <b>enculé</b> ! (vulgaire)","Какой <b>засранец</b>! (груб.)",🤬
une excellence,превосходительство,"Votre <b>Excellence</b>.","Ваше <b>превосходительство</b>.",👑
"tendu, tendue",напряжённый,"L'atmosphère est <b>tendue</b>.","Атмосфера <b>напряжённая</b>.",😬
un bijou,драгоценность,"C'est un <b>bijou</b> rare.","Это редкая <b>драгоценность</b>.",💎
un plus,плюс; преимущество,"C'est un <b>plus</b>.","Это <b>плюс</b>.",➕
mardi,вторник,"On se voit <b>mardi</b>.","Увидимся во <b>вторник</b>.",📅
un t,буква Т,"Le mot finit par un <b>t</b>.","Слово заканчивается на <b>т</b>.",🔤
un futur,будущее; жених,"Mon <b>futur</b> mari.","Мой <b>будущий</b> муж.",💍
chut,тсс! тихо!,"<b>Chut</b>, ne fais pas de bruit.","<b>Тсс</b>, не шуми.",🤫
un vert,зелёный (субст.),"Le <b>vert</b> est ma couleur préférée.","<b>Зелёный</b> — мой любимый цвет.",💚
une gouverneure,губернатор (ж.р.),"La <b>gouverneure</b> a pris la parole.","<b>Губернатор</b> выступила.",👩‍💼
les ténèbres,тьма; мрак,"Les <b>ténèbres</b> de la nuit.","<b>Тьма</b> ночи.",🌑
tels,такие (м.р.),"De <b>tels</b> actes sont inacceptables.","<b>Такие</b> поступки неприемлемы.",👆
un juste,праведник,"Les <b>justes</b> seront récompensés.","<b>Праведники</b> будут вознаграждены.",😇
écrier,вскрикивать,"Elle s'est <b>écriée</b> de joie.","Она <b>вскрикнула</b> от радости.",😲
connard,мудак (груб.),"Quel <b>connard</b> ! (vulgaire)","Какой <b>мудак</b>! (груб.)",🤬
telles,такие (ж.р.),"De <b>telles</b> histoires sont rares.","<b>Такие</b> истории редки.",👆
un large,ширина; открытое море,"Prendre le <b>large</b>.","Выйти в <b>открытое море</b>.",🌊
"feu, feue",покойный,"<b>Feu</b> mon père.","<b>Покойный</b> мой отец.",🕯️
un espagnol,испанец,"Il est <b>espagnol</b>.","Он <b>испанец</b>.",🇪🇸
un guide,гид; путеводитель,"Le <b>guide</b> explique tout.","<b>Гид</b> всё объясняет.",🗺️
un vase,ваза,"J'ai cassé le <b>vase</b>.","Я разбил <b>вазу</b>.",🏺
une vase,ил; тина,"Les pieds dans la <b>vase</b>.","Ноги в <b>иле</b>.",🌿
avril,апрель,"En <b>avril</b>, ne te découvre pas d'un fil.","В <b>апреле</b> не снимай одежду.",🌷
un dur,крутой; жёсткий (субст.),"Il joue les <b>durs</b>.","Он строит из себя <b>крутого</b>.",💪
"dit, dite",называемый; так называемый,"La <b>dite</b> personne.","<b>Упомянутое</b> лицо.",📝
un second,второй (субст.),"Le <b>second</b> est arrivé.","<b>Второй</b> прибыл.",2️⃣
ceux-là,те (вон те),"<b>Ceux-là</b> sont meilleurs.","<b>Те</b> лучше.",👆
une mémé,бабушка (разг.),"Ma <b>mémé</b> fait de bons gâteaux.","Моя <b>бабуля</b> печёт вкусные пироги.",👵
une adjudante,адъютант (ж.р.),"L'<b>adjudante</b> donne les ordres.","<b>Адъютант</b> отдаёт приказы.",👩‍✈️
un f,буква Ф,"Le mot a un <b>f</b> double.","В слове двойная <b>ф</b>.",🔤
novembre,ноябрь,"En <b>novembre</b>, il fait froid.","В <b>ноябре</b> холодно.",🍂
un hippo,бегемот (разг.),"L'<b>hippo</b> est dans l'eau.","<b>Бегемот</b> в воде.",🦛
bah,ну; да ладно,"<b>Bah</b>, ce n'est pas grave.","<b>Ну</b>, это не страшно.",🤷
mars,март,"En <b>mars</b>, c'est le printemps.","В <b>марте</b> — весна.",🌸
une bite,член (груб.),"C'est une grosse <b>bite</b>. (vulgaire)","Это большой <b>член</b>. (груб.)",🤬
lourd,тяжело; сильно,"Ça pèse <b>lourd</b>.","Это <b>весит много</b>.",⚖️
mercredi,среда,"On se voit <b>mercredi</b>.","Увидимся в <b>среду</b>.",📅
monseigneur,монсеньор; ваше высочество,"<b>Monseigneur</b> est servi.","<b>Ваше высочество</b>, подано.",👑
quant,касательно (+ à),"<b>Quant</b> à moi, je refuse.","<b>Что касается</b> меня, я отказываюсь.",📌
dommage,жаль (межд.),"C'est <b>dommage</b> !","<b>Жаль</b>!",😔
un damoiseau,юноша (устар.),"Le <b>damoiseau</b> courtise la dame.","<b>Юноша</b> ухаживает за дамой.",🤴
décembre,декабрь,"En <b>décembre</b>, c'est Noël.","В <b>декабре</b> — Рождество.",🎄
saurer,коптить (рыбу),"On va <b>saurer</b> le saumon.","Мы будем <b>коптить</b> лосося.",🐟
quiconque,кто бы ни; любой,"<b>Quiconque</b> peut entrer.","<b>Любой</b> может войти.",👥
un grec,грек,"Il est <b>grec</b>.","Он <b>грек</b>.",🇬🇷
janvier,январь,"En <b>janvier</b>, il neige.","В <b>январе</b> идёт снег.",❄️
une pub,реклама (разг.),"J'ai vu une <b>pub</b> à la télé.","Я видел <b>рекламу</b> по телевизору.",📺
seize,шестнадцать,"Il a <b>seize</b> ans.","Ему <b>шестнадцать</b> лет.",1️⃣6️⃣
une garce,стерва (груб.),"Quelle <b>garce</b> !","Какая <b>стерва</b>!",😤
beau,напрасно; сколько ни,"J'ai <b>beau</b> essayer, ça ne marche pas.","<b>Сколько ни</b> пытаюсь, не получается.",🤷
un for,совесть (for intérieur),"Dans mon <b>for</b> intérieur.","В глубине <b>души</b>.",💭
une donne,расклад; раздача,"La <b>donne</b> a changé.","<b>Расклад</b> изменился.",🃏
un führer,фюрер,"Le <b>Führer</b> était un dictateur.","<b>Фюрер</b> был диктатором.",🚫
mêmes,те же самые,"Les <b>mêmes</b> personnes.","<b>Те же</b> люди.",👥
ha,ха! а!,"<b>Ha</b>, je t'ai eu !","<b>Ха</b>, попался!",😆
un chaud,жара; тепло (субст.),"Rester au <b>chaud</b>.","Оставаться в <b>тепле</b>.",🔥
un nu,обнажённое тело; ню,"Peindre un <b>nu</b>.","Писать <b>обнажённую натуру</b>.",🎨
un obus,снаряд,"L'<b>obus</b> a explosé.","<b>Снаряд</b> взорвался.",💥
un cent,цент,"C'est pas cher, juste un <b>cent</b>.","Недорого, всего <b>цент</b>.",💰
une vapeur,пар; испарение,"La <b>vapeur</b> s'élève.","<b>Пар</b> поднимается.",💨
dix-huit,восемнадцать,"Elle a <b>dix-huit</b> ans.","Ей <b>восемнадцать</b> лет.",1️⃣8️⃣
