French,Russian,ExampleFrench,ExampleRussian,Emoji
un conservateur,консерватор,"Un <b>conservateur</b> politique.","Политический <b>консерватор</b>.",🏛️
un rejet,отторжение,"Un <b>rejet</b> de greffe.","<b>Отторжение</b> трансплантата.",🏥
une probabilité,вероятность,"Une forte <b>probabilité</b>.","Высокая <b>вероятность</b>.",📊
métaphysique,метафизический,"Une question <b>métaphysique</b>.","<b>Метафизический</b> вопрос.",🤔
"pensant, pensante",мыслящий,"Un être <b>pensant</b>.","<b>Мыслящее</b> существо.",🧠
un bavard,болтун,"Quel <b>bavard</b> !","Какой <b>болтун</b>!",🗣️
une hormone,гормон,"Une <b>hormone</b> de croissance.","<b>Гормон</b> роста.",🧪
une nef,неф,"La <b>nef</b> de l'église.","<b>Неф</b> церкви.",⛪
une persienne,ставень,"Fermer les <b>persiennes</b>.","Закрыть <b>ставни</b>.",🪟
une rousseur,рыжеватость,"Des taches de <b>rousseur</b>.","<b>Веснушки</b>.",🧒
homo,гомо,"Un couple <b>homo</b>.","<b>Гомо</b>-пара.",🏳️‍🌈
raviver,оживлять,"<b>Raviver</b> les souvenirs.","<b>Оживить</b> воспоминания.",💭
absoudre,отпускать грехи,"<b>Absoudre</b> un pécheur.","<b>Отпустить грехи</b> грешнику.",🙏
"fortuné, fortunée",богатый,"Un homme <b>fortuné</b>.","<b>Богатый</b> человек.",💰
un échafaudage,строительные леса,"Monter un <b>échafaudage</b>.","Возвести <b>строительные леса</b>.",🏗️
rétracter,отрекаться,"Se <b>rétracter</b> publiquement.","Публично <b>отречься</b>.",🗣️
un attribut,атрибут,"Les <b>attributs</b> du pouvoir.","<b>Атрибуты</b> власти.",👑
une paillette,блёстка,"Des <b>paillettes</b> dorées.","Золотые <b>блёстки</b>.",✨
démener,метаться,"Se <b>démener</b> comme un diable.","<b>Метаться</b> как чёрт.",🏃
"bouché, bouchée",забитый,"Un nez <b>bouché</b>.","<b>Забитый</b> нос.",🤧
dandiner,вразвалку,"Se <b>dandiner</b> en marchant.","Ходить <b>вразвалку</b>.",🐧
un bitume,битум,"Sur le <b>bitume</b> chaud.","На горячем <b>асфальте</b>.",🛣️
un groupement,объединение,"Un <b>groupement</b> d'entreprises.","<b>Объединение</b> предприятий.",🏢
un sabbat,шабаш,"Le <b>sabbat</b> des sorcières.","<b>Шабаш</b> ведьм.",🧙
