French,Russian,ExampleFrench,ExampleRussian,Emoji
une attitude,отношение; поза,"J'aime ton <b>attitude</b> positive.","Мне нравится твоё позитивное <b>отношение</b>.",😊
rapidement,быстро,"Viens <b>rapidement</b> !","Приходи <b>быстро</b>!",⚡
un poing,кулак,"Il a serré le <b>poing</b>.","Он сжал <b>кулак</b>.",✊
joindre,соединять; связываться,"Comment puis-je vous <b>joindre</b> ?","Как я могу с вами <b>связаться</b>?",📞
étouffer,душить; задыхаться,"J'<b>étouffe</b> de chaleur.","Я <b>задыхаюсь</b> от жары.",🥵
une haine,ненависть,"La <b>haine</b> est destructrice.","<b>Ненависть</b> разрушительна.",😡
un siège,сиденье; осада,"Prends ce <b>siège</b>.","Займи это <b>место</b>.",🪑
"censé, censée",предполагаемый,"Tu es <b>censé</b> travailler.","Ты <b>должен</b> работать.",📋
une drogue,наркотик,"La <b>drogue</b> est dangereuse.","<b>Наркотики</b> опасны.",⚠️
creuser,копать,"<b>Creuse</b> un trou.","<b>Выкопай</b> яму.",🕳️
lier,связывать,"On est <b>liés</b> par l'amitié.","Мы <b>связаны</b> дружбой.",🤝
une aise,удобство,"Mets-toi à l'<b>aise</b>.","Располагайся, чувствуй себя <b>как дома</b>.",🛋️
louer,снимать; хвалить,"Je <b>loue</b> un appartement.","Я <b>снимаю</b> квартиру.",🏠
un moteur,мотор; двигатель,"Le <b>moteur</b> est en panne.","<b>Двигатель</b> сломался.",🚗
une attente,ожидание,"L'<b>attente</b> est longue.","<b>Ожидание</b> долгое.",⏳
"social, sociale",социальный,"C'est un problème <b>social</b>.","Это <b>социальная</b> проблема.",👥
verser,наливать; переводить,"<b>Verse</b>-moi de l'eau.","<b>Налей</b> мне воды.",💧
une vitre,стекло (оконное),"La <b>vitre</b> est cassée.","<b>Стекло</b> разбито.",🪟
combattre,сражаться,"Il faut <b>combattre</b> l'injustice.","Надо <b>бороться</b> с несправедливостью.",⚔️
un dessin,рисунок,"C'est un beau <b>dessin</b>.","Это красивый <b>рисунок</b>.",✏️
un cuir,кожа (материал),"C'est un sac en <b>cuir</b>.","Это <b>кожаная</b> сумка.",👜
un rang,ряд; ранг,"On est au premier <b>rang</b>.","Мы в первом <b>ряду</b>.",📊
un fiancé,жених,"C'est mon <b>fiancé</b>.","Это мой <b>жених</b>.",💍
utile,полезный,"C'est très <b>utile</b>.","Это очень <b>полезно</b>.",👍
un programme,программа,"Quel est le <b>programme</b> ?","Какая <b>программа</b>?",📋
provoquer,провоцировать,"Ne le <b>provoque</b> pas.","Не <b>провоцируй</b> его.",⚠️
véritable,настоящий,"C'est un <b>véritable</b> ami.","Это <b>настоящий</b> друг.",✅
coupable,виновный,"Il est <b>coupable</b>.","Он <b>виновен</b>.",⚖️
un crâne,череп,"Il s'est cogné le <b>crâne</b>.","Он ударился <b>головой</b>.",💀
une fesse,ягодица,"Il est tombé sur les <b>fesses</b>.","Он упал на <b>попу</b>.",😅
remuer,двигать; шевелить,"<b>Remue</b> les bras.","<b>Двигай</b> руками.",🔄
un kilomètre,километр,"C'est à deux <b>kilomètres</b>.","Это в двух <b>километрах</b>.",📏
dingue,сумасшедший (разг.),"C'est <b>dingue</b> !","Это <b>безумие</b>!",🤯
un millier,тысяча (около),"Des <b>milliers</b> de personnes.","<b>Тысячи</b> людей.",🔢
une retraite,пенсия; отступление,"Il est à la <b>retraite</b>.","Он на <b>пенсии</b>.",👴
échanger,обменивать,"On peut <b>échanger</b> nos numéros.","Можем <b>обменяться</b> номерами.",🔄
veiller,бодрствовать; следить,"<b>Veille</b> sur elle.","<b>Присмотри</b> за ней.",👀
une mode,мода,"C'est à la <b>mode</b>.","Это в <b>моде</b>.",👗
une solitude,одиночество,"La <b>solitude</b> pèse.","<b>Одиночество</b> тяготит.",😔
un élément,элемент,"C'est un <b>élément</b> important.","Это важный <b>элемент</b>.",🧩
une émotion,эмоция,"J'ai ressenti une forte <b>émotion</b>.","Я испытал сильную <b>эмоцию</b>.",❤️
réserver,бронировать,"J'ai <b>réservé</b> une table.","Я <b>забронировал</b> столик.",📝
"réel, réelle",реальный,"C'est un problème <b>réel</b>.","Это <b>реальная</b> проблема.",✅
"inquiet, inquiète",обеспокоенный,"Je suis <b>inquiet</b> pour toi.","Я <b>беспокоюсь</b> за тебя.",😟
subir,подвергаться; терпеть,"Il a <b>subi</b> une opération.","Он <b>перенёс</b> операцию.",🏥
un examen,экзамен,"J'ai un <b>examen</b> demain.","У меня завтра <b>экзамен</b>.",📝
