French,Russian,ExampleFrench,ExampleRussian,Emoji
un diagnostic,диагноз,"Poser un <b>diagnostic</b>.","Поставить <b>диагноз</b>.",🩺
un battant,створка,"Les <b>battants</b> de la porte.","<b>Створки</b> двери.",🚪
un vernis,лак,"Un <b>vernis</b> à ongles.","<b>Лак</b> для ногтей.",💅
une croisière,круиз,"Partir en <b>croisière</b>.","Отправиться в <b>круиз</b>.",🚢
"hardi, hardie",смелый,"Un geste <b>hardi</b>.","<b>Смелый</b> жест.",💪
noble,благородный,"Un <b>noble</b> chevalier.","<b>Благородный</b> рыцарь.",🤴
"réduit, réduite",уменьшенный,"Un prix <b>réduit</b>.","<b>Сниженная</b> цена.",💰
secourir,выручать,"<b>Secourir</b> les blessés.","<b>Выручать</b> раненых.",🚑
une coordonnée,координата,"Les <b>coordonnées</b> GPS.","GPS-<b>координаты</b>.",📍
prudemment,осторожно,"Avancer <b>prudemment</b>.","Продвигаться <b>осторожно</b>.",🚶
un azur,лазурь,"Un ciel d'<b>azur</b>.","<b>Лазурное</b> небо.",🩵
une concurrence,конкуренция,"Une forte <b>concurrence</b>.","Сильная <b>конкуренция</b>.",📊
une suspension,подвеска,"La <b>suspension</b> de la voiture.","<b>Подвеска</b> машины.",🚗
une buée,пар,"La <b>buée</b> sur la vitre.","<b>Пар</b> на стекле.",🌫️
fermement,твёрдо,"Refuser <b>fermement</b>.","<b>Твёрдо</b> отказать.",✊
un chemisier,блузка,"Un <b>chemisier</b> élégant.","Элегантная <b>блузка</b>.",👚
plastique,пластиковый,"Un sac <b>plastique</b>.","<b>Пластиковый</b> пакет.",🛍️
immonde,мерзкий,"Un crime <b>immonde</b>.","<b>Мерзкое</b> преступление.",😤
un avant-bras,предплечье,"Une blessure à l'<b>avant-bras</b>.","Рана на <b>предплечье</b>.",💪
une guérison,исцеление,"Une <b>guérison</b> miraculeuse.","Чудесное <b>исцеление</b>.",🏥
