French,Russian,ExampleFrench,ExampleRussian,Emoji
un applaudissement,аплодисменты,"Des <b>applaudissements</b> nourris.","Бурные <b>аплодисменты</b>.",👏
un comté,графство,"Le <b>comté</b> de Yorkshire.","<b>Графство</b> Йоркшир.",🏰
outre,кроме,"<b>Outre</b> cela.","<b>Кроме</b> того.",➕
imprévisible,непредсказуемый,"Un comportement <b>imprévisible</b>.","<b>Непредсказуемое</b> поведение.",🎲
un bail,аренда,"Signer un <b>bail</b>.","Подписать <b>договор аренды</b>.",📝
mâcher,жевать,"<b>Mâcher</b> du chewing-gum.","<b>Жевать</b> жвачку.",🫦
un mythe,миф,"Un <b>mythe</b> grec.","Греческий <b>миф</b>.",🏛️
une gratitude,благодарность,"Exprimer sa <b>gratitude</b>.","Выразить <b>благодарность</b>.",🙏
une chirurgie,хирургия,"Une <b>chirurgie</b> cardiaque.","Сердечная <b>хирургия</b>.",🏥
un préfet,префект,"Le <b>préfet</b> de police.","<b>Префект</b> полиции.",👮
déprimer,угнетать,"Ça me <b>déprime</b>.","Это меня <b>угнетает</b>.",😔
une nausée,тошнота,"Avoir des <b>nausées</b>.","Испытывать <b>тошноту</b>.",🤢
obscène,непристойный,"Un geste <b>obscène</b>.","<b>Непристойный</b> жест.",🙈
une moue,гримаса,"Faire la <b>moue</b>.","Надуть <b>губы</b>.",😤
consumer,поглощать,"Se <b>consumer</b> de chagrin.","<b>Сгорать</b> от горя.",🔥
une préparation,подготовка,"La <b>préparation</b> du dîner.","<b>Подготовка</b> ужина.",👨‍🍳
"opposé, opposée",противоположный,"L'avis <b>opposé</b>.","<b>Противоположное</b> мнение.",↔️
"inoffensif, inoffensive",безобидный,"Un animal <b>inoffensif</b>.","<b>Безобидное</b> животное.",🐰
"épuisé, épuisée",измождённый,"Je suis <b>épuisé</b>.","Я <b>измождён</b>.",😩
un capital,капитал,"Un <b>capital</b> important.","Крупный <b>капитал</b>.",💰
chauve,лысый,"Un homme <b>chauve</b>.","<b>Лысый</b> мужчина.",👨‍🦲
une clôture,забор,"Une <b>clôture</b> en bois.","Деревянный <b>забор</b>.",🏡
une besogne,работа,"Une dure <b>besogne</b>.","Тяжёлая <b>работа</b>.",💪
tripoter,щупать,"<b>Tripoter</b> ses clés.","<b>Вертеть</b> ключи.",🔑
stable,стабильный,"Une situation <b>stable</b>.","<b>Стабильная</b> ситуация.",📊
susceptible,обидчивый,"Il est très <b>susceptible</b>.","Он очень <b>обидчивый</b>.",😤
une épicerie,бакалея,"Une <b>épicerie</b> fine.","Деликатесный <b>магазин</b>.",🏪
un pétrin,переделка,"Être dans le <b>pétrin</b>.","Быть в <b>переделке</b>.",😰
une toux,кашель,"Une <b>toux</b> persistante.","Постоянный <b>кашель</b>.",🤧
