French,Russian,ExampleFrench,ExampleRussian,Emoji
un réveillon,новогодний ужин,"Le <b>réveillon</b> de Noël.","<b>Рождественский</b> ужин.",🎄
alias,по прозвищу,"Jean, <b>alias</b> Le Renard.","Жан, <b>по прозвищу</b> Лис.",📛
une parenthèse,скобка,"Entre <b>parenthèses</b>.","В <b>скобках</b>.",📝
exprès,нарочно,"Faire <b>exprès</b>.","Делать <b>нарочно</b>.",😏
exhaler,испускать,"<b>Exhaler</b> un parfum.","<b>Испускать</b> аромат.",🌸
poétique,поэтичный,"Un style <b>poétique</b>.","<b>Поэтичный</b> стиль.",📜
improbable,маловероятный,"Un scénario <b>improbable</b>.","<b>Маловероятный</b> сценарий.",🤔
écoeurer,вызывать отвращение,"Ça m'<b>écoeure</b>.","Меня <b>тошнит</b> от этого.",🤢
fuser,разноситься,"Les rires <b>fusent</b>.","Смех <b>разносится</b>.",😂
un moniteur,монитор,"Un <b>moniteur</b> d'écran.","<b>Монитор</b> экрана.",🖥️
un décollage,взлёт,"Le <b>décollage</b> de l'avion.","<b>Взлёт</b> самолёта.",✈️
un intrus,незваный гость,"Un <b>intrus</b> dans la maison.","<b>Незваный гость</b> в доме.",👤
un préparatif,приготовление,"Les <b>préparatifs</b> de voyage.","<b>Приготовления</b> к поездке.",📋
