French,Russian,ExampleFrench,ExampleRussian,Emoji
neutraliser,нейтрализовать,"<b>Neutraliser</b> l'ennemi.","<b>Нейтрализовать</b> врага.",⚔️
"embarrassé, embarrassée",смущённый,"Un air <b>embarrassé</b>.","<b>Смущённый</b> вид.",😳
"musclé, musclée",мускулистый,"Un homme <b>musclé</b>.","<b>Мускулистый</b> мужчина.",💪
un magistrat,судья; магистрат,"Le <b>magistrat</b> rend son verdict.","<b>Судья</b> выносит вердикт.",⚖️
"breton, bretonne",бретонский,"La culture <b>bretonne</b>.","<b>Бретонская</b> культура.",🇫🇷
un médium,медиум; средний,"Consulter un <b>médium</b>.","Обратиться к <b>медиуму</b>.",🔮
une aisselle,подмышка,"Sous l'<b>aisselle</b>.","Под <b>мышкой</b>.",💪
une moutarde,горчица,"De la <b>moutarde</b> de Dijon.","Дижонская <b>горчица</b>.",🌭
un marécage,болото,"Un <b>marécage</b> dangereux.","Опасное <b>болото</b>.",🏞️
"protégé, protégée",защищённый,"Une espèce <b>protégée</b>.","<b>Защищённый</b> вид.",🛡️
recopier,переписывать,"<b>Recopier</b> un texte.","<b>Переписать</b> текст.",✍️
un millimètre,миллиметр,"Un <b>millimètre</b> près.","С точностью до <b>миллиметра</b>.",📏
une brioche,бриошь,"Une <b>brioche</b> au beurre.","<b>Бриошь</b> с маслом.",🥐
"douillet, douillette",уютный; изнеженный,"Un lit <b>douillet</b>.","<b>Уютная</b> кровать.",🛏️
"irlandais, irlandaise",ирландский,"La bière <b>irlandaise</b>.","<b>Ирландское</b> пиво.",🍀
un batteur,ударник; венчик,"Le <b>batteur</b> du groupe.","<b>Ударник</b> группы.",🥁
"froissé, froissée",смятый; обиженный,"Une chemise <b>froissée</b>.","<b>Мятая</b> рубашка.",👔
inséparable,неразлучный,"Des amis <b>inséparables</b>.","<b>Неразлучные</b> друзья.",👯
un colosse,колосс; великан,"Un <b>colosse</b> aux pieds d'argile.","<b>Колосс</b> на глиняных ногах.",🗿
un district,район; округ,"Le <b>district</b> fédéral.","Федеральный <b>округ</b>.",🏛️
un tram,трамвай,"Prendre le <b>tram</b>.","Сесть на <b>трамвай</b>.",🚋
une intonation,интонация,"L'<b>intonation</b> de la voix.","<b>Интонация</b> голоса.",🗣️
accro,зависимый (разг.),"Être <b>accro</b> au café.","Быть <b>зависимым</b> от кофе.",☕
une impératrice,императрица,"L'<b>impératrice</b> Joséphine.","<b>Императрица</b> Жозефина.",👑
"laiteux, laiteuse",молочный; белёсый,"Un teint <b>laiteux</b>.","<b>Молочная</b> кожа.",🥛
une irritation,раздражение,"Une <b>irritation</b> de la peau.","<b>Раздражение</b> кожи.",😣
une orthographe,орфография,"Faute d'<b>orthographe</b>.","Орфографическая ошибка.",📝
un froissement,шорох; обида,"Le <b>froissement</b> du papier.","<b>Шорох</b> бумаги.",📄
une clochette,колокольчик,"La <b>clochette</b> tinte.","<b>Колокольчик</b> звенит.",🔔
un collant,колготки,"Porter des <b>collants</b>.","Носить <b>колготки</b>.",🩱
un lavage,мытьё; стирка,"Le <b>lavage</b> du linge.","<b>Стирка</b> белья.",🧺
un puissant,могущественный (субст.),"Les <b>puissants</b> de ce monde.","<b>Власть имущие</b>.",💪
une idiotie,глупость,"Dire des <b>idioties</b>.","Говорить <b>глупости</b>.",🤦
une puissante,могущественная,"Une femme <b>puissante</b>.","<b>Влиятельная</b> женщина.",👩‍💼
labourer,пахать,"<b>Labourer</b> un champ.","<b>Пахать</b> поле.",🚜
une provenance,происхождение,"Pays de <b>provenance</b>.","Страна <b>происхождения</b>.",📍
"abattu, abattue",сражённый; подавленный,"Un air <b>abattu</b>.","<b>Подавленный</b> вид.",😔
"montant, montante",восходящий; поднимающийся,"La marée <b>montante</b>.","<b>Прилив</b>.",🌊
une banalité,банальность,"Dire des <b>banalités</b>.","Говорить <b>банальности</b>.",😐
un coffre-fort,сейф,"Mettre dans le <b>coffre-fort</b>.","Положить в <b>сейф</b>.",🔐
"convaincant, convaincante",убедительный,"Un argument <b>convaincant</b>.","<b>Убедительный</b> аргумент.",✅
un papi,дедушка (разг.),"Mon <b>papi</b> est gentil.","Мой <b>дедушка</b> добрый.",👴
cruellement,жестоко,"Traiter <b>cruellement</b>.","Обращаться <b>жестоко</b>.",😢
retrousser,засучивать; подворачивать,"<b>Retrousser</b> ses manches.","<b>Засучить</b> рукава.",💪
un zèbre,зебра,"Le <b>zèbre</b> a des rayures.","У <b>зебры</b> полоски.",🦓
"pressant, pressante",срочный; настойчивый,"Un besoin <b>pressant</b>.","<b>Срочная</b> нужда.",⚡
"raté, ratée",неудавшийся; бракованный,"Un tir <b>raté</b>.","<b>Промах</b>.",❌
un support,опора; носитель,"Un <b>support</b> publicitaire.","Рекламный <b>носитель</b>.",📱
embraser,воспламенять,"<b>Embraser</b> les coeurs.","<b>Зажигать</b> сердца.",🔥
une mosquée,мечеть,"Prier à la <b>mosquée</b>.","Молиться в <b>мечети</b>.",🕌
un saindoux,свиной жир,"Cuire au <b>saindoux</b>.","Жарить на <b>смальце</b>.",🥓
un épuisement,истощение,"L'<b>épuisement</b> nerveux.","Нервное <b>истощение</b>.",😴
une attribution,присвоение; компетенция,"L'<b>attribution</b> des prix.","<b>Присуждение</b> премий.",🏆
un cornet,рожок; кулёк,"Un <b>cornet</b> de glace.","<b>Рожок</b> мороженого.",🍦
une nouille,лапша,"Des <b>nouilles</b> chinoises.","Китайская <b>лапша</b>.",🍜
un matériau,материал,"Un <b>matériau</b> de construction.","Строительный <b>материал</b>.",🧱
"méprisant, méprisante",презрительный,"Un ton <b>méprisant</b>.","<b>Презрительный</b> тон.",😒
une compensation,компенсация,"Recevoir une <b>compensation</b>.","Получить <b>компенсацию</b>.",💰
instantanément,мгновенно,"Réagir <b>instantanément</b>.","Реагировать <b>мгновенно</b>.",⚡
une maquette,макет,"La <b>maquette</b> du projet.","<b>Макет</b> проекта.",📐
une bienveillance,доброжелательность,"Avec <b>bienveillance</b>.","С <b>доброжелательностью</b>.",😊
excéder,превышать; раздражать,"<b>Excéder</b> les limites.","<b>Превысить</b> пределы.",📈
