French,Russian,ExampleFrench,ExampleRussian,Emoji
une complication,осложнение,"Une <b>complication</b> imprévue.","Непредвиденное <b>осложнение</b>.",⚠️
un corridor,коридор,"Un long <b>corridor</b>.","Длинный <b>коридор</b>.",🚪
un monastère,монастырь,"Un vieux <b>monastère</b>.","Старый <b>монастырь</b>.",⛪
une crèche,ясли,"Mettre l'enfant à la <b>crèche</b>.","Отдать ребёнка в <b>ясли</b>.",👶
une impulsion,импульс,"Agir par <b>impulsion</b>.","Действовать по <b>импульсу</b>.",⚡
"décidé, décidée",решительный,"Un ton <b>décidé</b>.","<b>Решительный</b> тон.",💪
une parcelle,участок,"Une <b>parcelle</b> de terrain.","<b>Участок</b> земли.",🏞️
une paroisse,приход,"La <b>paroisse</b> du village.","<b>Приход</b> деревни.",⛪
un entourage,окружение,"L'<b>entourage</b> du président.","<b>Окружение</b> президента.",👥
une lentille,чечевица; линза,"Des <b>lentilles</b> de contact.","Контактные <b>линзы</b>.",👁️
rattacher,привязывать,"<b>Rattacher</b> une corde.","<b>Привязать</b> верёвку.",🔗
un yacht,яхта,"Un <b>yacht</b> luxueux.","Роскошная <b>яхта</b>.",🛥️
un truand,бандит,"Un dangereux <b>truand</b>.","Опасный <b>бандит</b>.",🦹
absenter,отсутствовать,"S'<b>absenter</b> du bureau.","<b>Отсутствовать</b> на работе.",🚪
une carabine,карабин,"Une <b>carabine</b> de chasse.","Охотничья <b>винтовка</b>.",🔫
