French,Russian,ExampleFrench,ExampleRussian,Emoji
un encouragement,ободрение,"Des mots d'<b>encouragement</b>.","Слова <b>ободрения</b>.",💪
une vivacité,бойкость,"La <b>vivacité</b> d'un enfant.","<b>Бойкость</b> ребёнка.",🧒
une abbaye,монастырь,"Visiter une <b>abbaye</b>.","Посетить <b>монастырь</b>.",🏛️
un lord,пэр,"Un <b>lord</b> britannique.","Британский <b>пэр</b>.",👑
"trapu, trapue",приземистый,"Un arbre <b>trapu</b>.","<b>Приземистое</b> дерево.",🌳
ouste,кыш,"<b>Ouste</b>, les enfants !","<b>Кыш</b>, дети!",👋
à tâtons,вслепую,"Chercher <b>à tâtons</b>.","Искать <b>вслепую</b>.",👆
klaxonner,гудеть,"<b>Klaxonner</b> de rage.","<b>Гудеть</b> от злости.",📣
une sélection,выборка,"Une <b>sélection</b> de films.","<b>Выборка</b> фильмов.",🎬
un fascisme,фашистский режим,"Contre le <b>fascisme</b>.","Против <b>фашизма</b>.",🚫
un républicain,сторонник республики,"Les <b>républicains</b> espagnols.","Испанские <b>республиканцы</b>.",🇪🇸
un déclic,озарение,"Avoir un <b>déclic</b>.","Получить <b>озарение</b>.",💡
une affectation,притворство,"Sans <b>affectation</b>.","Без <b>притворства</b>.",🎭
chiner,искать на барахолке,"<b>Chiner</b> des antiquités.","<b>Искать</b> антиквариат.",🔎
légalement,по закону,"<b>Légalement</b> responsable.","<b>По закону</b> ответственный.",⚖️
une tueuse,киллерша,"Une <b>tueuse</b> professionnelle.","Профессиональная <b>киллерша</b>.",🔫
un industriel,фабрикант,"Un grand <b>industriel</b>.","Крупный <b>фабрикант</b>.",🏭
beige,песочный,"Un sable <b>beige</b>.","<b>Песочный</b> цвет.",🏖️
"trompeur, trompeuse",лживый,"Des paroles <b>trompeuses</b>.","<b>Лживые</b> слова.",🤥
un résumé,краткое содержание,"Le <b>résumé</b> du livre.","<b>Краткое содержание</b> книги.",📖
"ingénieux, ingénieuse",остроумный,"Un plan <b>ingénieux</b>.","<b>Остроумный</b> план.",🧠
siéger,восседать,"<b>Siéger</b> au conseil.","<b>Восседать</b> в совете.",🪑
raccourcir,сокращать,"<b>Raccourcir</b> le chemin.","<b>Сократить</b> путь.",✂️
un artilleur,канонир,"Un <b>artilleur</b> de marine.","Морской <b>канонир</b>.",⚓
une insouciance,беззаботность,"L'<b>insouciance</b> de la jeunesse.","<b>Беззаботность</b> молодости.",😊
infirme,калека,"Un <b>infirme</b> courageux.","Мужественный <b>калека</b>.",💪
une manif,митинг,"Organiser une <b>manif</b>.","Организовать <b>митинг</b>.",📣
rétorquer,парировать,"<b>Rétorquer</b> un argument.","<b>Парировать</b> аргумент.",🗣️
coriace,неуступчивый,"Un adversaire <b>coriace</b>.","<b>Неуступчивый</b> противник.",💪
"désireux, désireuse",стремящийся,"<b>Désireux</b> d'apprendre.","<b>Стремящийся</b> учиться.",📚
rôtir,запекать,"<b>Rôtir</b> des légumes.","<b>Запекать</b> овощи.",🥕
un ragoût,тушёное мясо,"Un bon <b>ragoût</b>.","Вкусное <b>рагу</b>.",🍲
un score,результат,"Un bon <b>score</b>.","Хороший <b>результат</b>.",🎯
réintégrer,вернуться,"<b>Réintégrer</b> le domicile.","<b>Вернуться</b> домой.",🏠
une furie,бешенство,"Dans une <b>furie</b> noire.","В чёрном <b>бешенстве</b>.",😡
un lin,льняное полотно,"Du <b>lin</b> naturel.","Натуральный <b>лён</b>.",🧵
maussade,хмурый,"Un ciel <b>maussade</b>.","<b>Хмурое</b> небо.",⛅
"frémissant, frémissante",дрожащий,"Une voix <b>frémissante</b>.","<b>Дрожащий</b> голос.",😰
un terrorisme,теракт,"Un acte de <b>terrorisme</b>.","Акт <b>терроризма</b>.",💣
précoce,ранний,"Une récolte <b>précoce</b>.","<b>Ранний</b> урожай.",🌾
un pif,чутьё,"Avoir du <b>pif</b>.","Иметь <b>чутьё</b>.",🐽
un relent,вонь,"Un <b>relent</b> de moisi.","<b>Запах</b> плесени.",🤢
une restriction,запрет,"Des <b>restrictions</b> sanitaires.","Санитарные <b>ограничения</b>.",🚫
automobile,авто,"Un salon <b>automobile</b>.","<b>Авто</b>салон.",🚘
un lampadaire,торшер,"Un <b>lampadaire</b> de salon.","Салонный <b>торшер</b>.",💡
