French,Russian,ExampleFrench,ExampleRussian,Emoji
un cirage,ваксa,"Du <b>cirage</b> noir.","Чёрная <b>вакса</b>.",👞
un navet,репа,"Une soupe aux <b>navets</b>.","Суп из <b>репы</b>.",🥣
une remorque,прицеп,"Tirer une <b>remorque</b>.","Тянуть <b>прицеп</b>.",🚛
une gazelle,газель,"Une <b>gazelle</b> gracieuse.","Грациозная <b>газель</b>.",🦌
élastique,эластичный,"Un tissu <b>élastique</b>.","<b>Эластичная</b> ткань.",🧵
"frileux, frileuse",зябкий,"Je suis <b>frileux</b>.","Я <b>зябкий</b>.",🥶
un dérangement,беспокойство,"Excusez le <b>dérangement</b>.","Извините за <b>беспокойство</b>.",🙏
un pâturage,пастбище,"Les vaches au <b>pâturage</b>.","Коровы на <b>пастбище</b>.",🐄
convive,сотрапезник,"Les <b>convives</b> du dîner.","<b>Сотрапезники</b> за ужином.",🍽️
notable,видный,"Un <b>notable</b> de la ville.","<b>Видный</b> горожанин.",👤
un fainéant,лентяй,"Un <b>fainéant</b> notoire.","Известный <b>лентяй</b>.",😴
un jasmin,жасмин,"Le parfum du <b>jasmin</b>.","Аромат <b>жасмина</b>.",🌸
une déroute,разгром,"Une <b>déroute</b> électorale.","Предвыборный <b>разгром</b>.",💥
dilater,расширять,"<b>Dilater</b> les pupilles.","<b>Расширить</b> зрачки.",👁️
anarchiste,анархист,"Un <b>anarchiste</b> convaincu.","Убеждённый <b>анархист</b>.",⚫
privilégier,отдавать предпочтение,"<b>Privilégier</b> la qualité.","<b>Предпочитать</b> качество.",✅
un chaudron,котёл,"Un <b>chaudron</b> de sorcière.","Ведьминский <b>котёл</b>.",🧙
un fétiche,фетиш,"Un <b>fétiche</b> porte-bonheur.","<b>Фетиш</b>-талисман.",🔮
une suture,шов,"Une <b>suture</b> chirurgicale.","Хирургический <b>шов</b>.",🩹
un christianisme,христианство,"L'histoire du <b>christianisme</b>.","История <b>христианства</b>.",✝️
un fondement,основа,"Le <b>fondement</b> d'une théorie.","<b>Основа</b> теории.",📚
un rebut,отброс,"Des déchets de <b>rebut</b>.","<b>Отбросы</b>.",🗑️
un rescapé,выживший,"Un <b>rescapé</b> du naufrage.","<b>Выживший</b> после кораблекрушения.",🚢
un simulacre,видимость,"Un <b>simulacre</b> de procès.","<b>Видимость</b> процесса.",🎭
une pelote,клубок,"Une <b>pelote</b> de laine.","<b>Клубок</b> шерсти.",🧶
désinfecter,дезинфицировать,"<b>Désinfecter</b> une plaie.","<b>Дезинфицировать</b> рану.",🩹
"mi-clos, mi-close",полузакрытый,"Les yeux <b>mi-clos</b>.","<b>Полузакрытые</b> глаза.",😌
un pinard,вино (разг.),"Boire du <b>pinard</b>.","Пить <b>винишко</b>.",🍷
une chasteté,целомудрие,"Faire vœu de <b>chasteté</b>.","Дать обет <b>целомудрия</b>.",🙏
une tresse,коса,"Une <b>tresse</b> blonde.","Светлая <b>коса</b>.",💇
un caillot,сгусток,"Un <b>caillot</b> de sang.","<b>Сгусток</b> крови.",🩸
un paresseux,ленивец,"Paresseux comme un <b>paresseux</b>.","Ленивый как <b>ленивец</b>.",🦥
une friandise,лакомство,"Une <b>friandise</b> sucrée.","Сладкое <b>лакомство</b>.",🍭
rythmer,ритмизировать,"<b>Rythmer</b> la musique.","<b>Ритмизировать</b> музыку.",🎵
une ébauche,набросок,"Une première <b>ébauche</b>.","Первый <b>набросок</b>.",✏️
amortir,амортизировать,"<b>Amortir</b> le choc.","<b>Амортизировать</b> удар.",💥
interner,интернировать,"<b>Interner</b> un malade.","<b>Интернировать</b> больного.",🏥
"niais, niaise",глупый,"Un rire <b>niais</b>.","<b>Глупый</b> смех.",😅
railler,насмехаться,"<b>Railler</b> quelqu'un.","<b>Насмехаться</b> над кем-то.",😏
un bourdon,шмель,"Le bourdonnement du <b>bourdon</b>.","Жужжание <b>шмеля</b>.",🐝
un confident,поверенный,"Un <b>confident</b> fidèle.","Верный <b>поверенный</b>.",🤫
un ego,эго,"Un <b>ego</b> surdimensionné.","Раздутое <b>эго</b>.",😤
un lobe,доля,"Le <b>lobe</b> de l'oreille.","<b>Мочка</b> уха.",👂
un patriotisme,патриотизм,"Un <b>patriotisme</b> ardent.","Пылкий <b>патриотизм</b>.",🏳️
un thorax,грудная клетка,"Une blessure au <b>thorax</b>.","Ранение <b>грудной клетки</b>.",🫁
une cafétéria,кафетерий,"Manger à la <b>cafétéria</b>.","Есть в <b>кафетерии</b>.",☕
une investigation,расследование,"Une <b>investigation</b> policière.","Полицейское <b>расследование</b>.",🔍
"coupant, coupante",режущий,"Un objet <b>coupant</b>.","<b>Режущий</b> предмет.",🔪
une bécane,мотоцикл (разг.),"Faire de la <b>bécane</b>.","Кататься на <b>байке</b>.",🏍️
macabre,жуткий,"Une découverte <b>macabre</b>.","<b>Жуткая</b> находка.",💀
défaillir,ослабевать,"Ses forces <b>défaillent</b>.","Его силы <b>ослабевают</b>.",😵
un jonc,тростник,"Un panier en <b>jonc</b>.","Корзина из <b>тростника</b>.",🧺
un encadrement,окаймление,"L'<b>encadrement</b> de la porte.","<b>Обрамление</b> двери.",🚪
