French,Russian,ExampleFrench,ExampleRussian,Emoji
indispensable,необходимый,"C'est <b>indispensable</b>.","Это <b>необходимо</b>.",❗
"précédent, précédente",предыдущий,"Le jour <b>précédent</b>.","<b>Предыдущий</b> день.",⏮️
une onde,волна,"Les <b>ondes</b> radio.","Радио<b>волны</b>.",📻
une répétition,репетиция; повторение,"La <b>répétition</b> du spectacle.","<b>Репетиция</b> спектакля.",🎭
une tire,машина (кан. разг.),"Belle <b>tire</b> !","Красивая <b>тачка</b>!",🚗
lasser,утомлять; надоедать,"Ça me <b>lasse</b>.","Мне это <b>надоедает</b>.",😫
un adolescent,подросток,"Un groupe d'<b>adolescents</b>.","Группа <b>подростков</b>.",👦
un aller,билет в одну сторону,"Un <b>aller</b> simple.","Билет <b>в один конец</b>.",🎫
une création,создание,"La <b>création</b> artistique.","Художественное <b>творчество</b>.",🎨
une mâchoire,челюсть,"La <b>mâchoire</b> inférieure.","Нижняя <b>челюсть</b>.",😬
vachement,очень (разг.),"C'est <b>vachement</b> bien.","Это <b>очень</b> хорошо.",👍
un délai,срок,"Dans les <b>délais</b>.","В <b>сроки</b>.",⏰
une banquette,скамья; диванчик,"Assieds-toi sur la <b>banquette</b>.","Садись на <b>диванчик</b>.",🪑
technique,технический,"Un problème <b>technique</b>.","<b>Техническая</b> проблема.",🔧
une démocratie,демократия,"La <b>démocratie</b> canadienne.","Канадская <b>демократия</b>.",🗳️
traquer,преследовать,"<b>Traquer</b> le criminel.","<b>Выслеживать</b> преступника.",🔍
une assistance,помощь; присутствующие,"Avec votre <b>assistance</b>.","С вашей <b>помощью</b>.",🤝
"courant, courante",текущий; обычный,"Le mois <b>courant</b>.","<b>Текущий</b> месяц.",📅
un civil,гражданское лицо,"Des <b>civils</b> ont été blessés.","<b>Мирные жители</b> были ранены.",👥
un album,альбом,"Mon <b>album</b> photo.","Мой фото<b>альбом</b>.",📷
réfugier,укрываться,"Il s'est <b>réfugié</b> ici.","Он <b>укрылся</b> здесь.",🏠
relire,перечитывать,"<b>Relis</b> le texte.","<b>Перечитай</b> текст.",📖
un commissariat,полицейский участок,"Va au <b>commissariat</b>.","Иди в <b>полицию</b>.",🚔
un lecteur,читатель; проигрыватель,"Le <b>lecteur</b> CD.","CD-<b>проигрыватель</b>.",💿
intense,интенсивный,"Un travail <b>intense</b>.","<b>Интенсивная</b> работа.",💪
supprimer,удалять,"<b>Supprime</b> ce fichier.","<b>Удали</b> этот файл.",🗑️
splendide,великолепный,"Une vue <b>splendide</b>.","<b>Великолепный</b> вид.",✨
un expert,эксперт,"C'est un <b>expert</b>.","Он <b>эксперт</b>.",🎓
historique,исторический,"Un monument <b>historique</b>.","<b>Исторический</b> памятник.",🏛️
modifier,изменять,"<b>Modifie</b> le texte.","<b>Измени</b> текст.",✏️
une charité,милосердие,"Par <b>charité</b>.","Из <b>милосердия</b>.",❤️
"carré, carrée",квадратный,"Un mètre <b>carré</b>.","Квадратный <b>метр</b>.",⬜
un guerrier,воин,"Un brave <b>guerrier</b>.","Храбрый <b>воин</b>.",⚔️
une guerrière,воительница,"Une <b>guerrière</b> amazone.","<b>Воительница</b>-амазонка.",🗡️
une ronde,обход; хоровод,"Faire une <b>ronde</b>.","Делать <b>обход</b>.",🔄
immobiliser,обездвиживать,"<b>Immobilise</b>-le !","<b>Обездвижь</b> его!",🛑
vexer,обижать,"Je ne voulais pas te <b>vexer</b>.","Я не хотел тебя <b>обидеть</b>.",😢
un détour,обход; крюк,"Fais un <b>détour</b>.","Сделай <b>крюк</b>.",🔄
ressusciter,воскрешать,"<b>Ressusciter</b> les morts.","<b>Воскрешать</b> мёртвых.",⚡
une révolte,восстание,"La <b>révolte</b> des esclaves.","<b>Восстание</b> рабов.",✊
un fan,фанат,"Je suis <b>fan</b> de toi.","Я твой <b>фанат</b>.",🎉
une haleine,дыхание,"Une mauvaise <b>haleine</b>.","Плохой запах <b>изо рта</b>.",💨
un conte,сказка,"Un <b>conte</b> de fées.","Волшебная <b>сказка</b>.",🧚
un palier,лестничная площадка,"Sur le <b>palier</b>.","На <b>лестничной площадке</b>.",🚪
irriter,раздражать,"Ça m'<b>irrite</b>.","Это меня <b>раздражает</b>.",😤
un malaise,недомогание,"J'ai un <b>malaise</b>.","Мне <b>нехорошо</b>.",😵
une réussite,успех,"Quelle <b>réussite</b> !","Какой <b>успех</b>!",🏆
minable,жалкий (разг.),"Un salaire <b>minable</b>.","<b>Жалкая</b> зарплата.",😒
entasser,нагромождать,"<b>Entasse</b> les boîtes.","<b>Сложи</b> коробки.",📦
une ruse,хитрость,"C'est une <b>ruse</b>.","Это <b>хитрость</b>.",🦊
rédiger,составлять; редактировать,"<b>Rédige</b> une lettre.","<b>Напиши</b> письмо.",✍️
un cachet,печать; гонорар,"Le <b>cachet</b> de l'artiste.","<b>Гонорар</b> артиста.",💰
un casier,шкафчик; судимость,"Mon <b>casier</b> judiciaire.","Моя <b>судимость</b>.",📁
un as,туз,"L'<b>as</b> de pique.","<b>Туз</b> пик.",🃏
un sanglot,рыдание,"Éclater en <b>sanglots</b>.","Разразиться <b>рыданиями</b>.",😭
un conflit,конфликт,"Un <b>conflit</b> armé.","Вооружённый <b>конфликт</b>.",⚔️
une prime,премия,"Une <b>prime</b> de fin d'année.","Годовая <b>премия</b>.",💵
contraindre,принуждать,"On l'a <b>contraint</b> à partir.","Его <b>принудили</b> уйти.",✋
disperser,рассеивать,"Le vent <b>disperse</b> les nuages.","Ветер <b>рассеивает</b> облака.",💨
"parisien, parisienne",парижский,"La vie <b>parisienne</b>.","<b>Парижская</b> жизнь.",🗼
