French,Russian,ExampleFrench,ExampleRussian,Emoji
un or,золото,"Cette bague est en <b>or</b>.","Это кольцо из <b>золота</b>.",🥇
abandonner,бросать; отказываться,"N'<b>abandonne</b> jamais tes rêves !","Никогда не <b>бросай</b> свои мечты!",🚫
un président,президент,"Le <b>président</b> a fait un discours.","<b>Президент</b> произнёс речь.",🏛️
une prison,тюрьма,"Il a passé deux ans en <b>prison</b>.","Он провёл два года в <b>тюрьме</b>.",🔒
naître,рождаться,"Je suis <b>né</b> en Russie.","Я <b>родился</b> в России.",👶
un honneur,честь,"C'est un <b>honneur</b> de vous rencontrer.","Это <b>честь</b> — встретиться с вами.",🎖️
"faux, fausse","ложный, фальшивый","C'est une <b>fausse</b> nouvelle.","Это <b>ложная</b> новость.",❌
un souvenir,воспоминание,"J'ai de bons <b>souvenirs</b> de mon enfance.","У меня хорошие <b>воспоминания</b> о детстве.",🧠
oser,осмеливаться,"Je n'<b>ose</b> pas lui demander.","Я не <b>решаюсь</b> его спросить.",💪
un soldat,солдат,"Le <b>soldat</b> est revenu de la guerre.","<b>Солдат</b> вернулся с войны.",🎖️
une pierre,камень,"Il a lancé une <b>pierre</b> dans l'eau.","Он бросил <b>камень</b> в воду.",🪨
une impression,впечатление,"J'ai une bonne <b>impression</b> de cette entreprise.","У меня хорошее <b>впечатление</b> об этой компании.",💭
un nez,нос,"J'ai le <b>nez</b> bouché à cause du rhume.","У меня заложен <b>нос</b> из-за простуды.",👃
souffrir,страдать,"Je <b>souffre</b> du mal du pays.","Я <b>страдаю</b> от тоски по родине.",😢
assurer,уверять; страховать,"Je t'<b>assure</b> que c'est vrai.","<b>Уверяю</b> тебя, это правда.",✅
un village,деревня,"Mon grand-père habite dans un petit <b>village</b>.","Мой дедушка живёт в маленькой <b>деревне</b>.",🏘️
mener,вести,"Cette route <b>mène</b> au centre-ville.","Эта дорога <b>ведёт</b> в центр.",➡️
un sujet,тема; подлежащее,"Changeons de <b>sujet</b>.","Сменим <b>тему</b>.",💬
un médecin,врач,"Je dois voir un <b>médecin</b> demain.","Мне нужно пойти к <b>врачу</b> завтра.",👨‍⚕️
un signe,знак,"C'est un bon <b>signe</b> !","Это хороший <b>знак</b>!",✋
apercevoir,замечать,"J'ai <b>aperçu</b> un ami dans la foule.","Я <b>заметил</b> друга в толпе.",👀
un pouvoir,власть; способность,"Le <b>pouvoir</b> corrompt.","<b>Власть</b> развращает.",⚡
craindre,бояться,"Je <b>crains</b> le pire.","Я <b>боюсь</b> худшего.",😨
