French,Russian,ExampleFrench,ExampleRussian,Emoji
un bloc,блок; квартал,"Un <b>bloc</b> de pierre.","<b>Глыба</b> камня.",🧱
un sergent,сержант,"Le <b>sergent</b> donne les ordres.","<b>Сержант</b> отдаёт приказы.",🪖
un filet,сетка; филе,"Un <b>filet</b> de pêche.","Рыболовная <b>сеть</b>.",🎣
un piano,фортепиано,"Je joue du <b>piano</b>.","Я играю на <b>пианино</b>.",🎹
"désert, déserte",пустынный,"La rue est <b>déserte</b>.","Улица <b>пустынна</b>.",🏜️
une culotte,трусы,"Mets une <b>culotte</b> propre.","Надень чистые <b>трусы</b>.",👙
"central, centrale",центральный,"La gare <b>centrale</b>.","<b>Центральный</b> вокзал.",🚉
redevenir,снова становиться,"Il est <b>redevenu</b> calme.","Он снова <b>стал</b> спокойным.",🔄
une pile,батарейка; стопка,"La <b>pile</b> est déchargée.","<b>Батарейка</b> села.",🔋
aimable,любезный,"Vous êtes très <b>aimable</b>.","Вы очень <b>любезны</b>.",😊
enregistrer,записывать; регистрировать,"Je vais <b>enregistrer</b> la chanson.","Я <b>запишу</b> песню.",🎙️
un lion,лев,"Le <b>lion</b> rugit.","<b>Лев</b> рычит.",🦁
un sud,юг,"J'habite dans le <b>sud</b>.","Я живу на <b>юге</b>.",🧭
"urgent, urgente",срочный,"C'est <b>urgent</b> !","Это <b>срочно</b>!",🚨
une moustache,усы,"Il a une grande <b>moustache</b>.","У него большие <b>усы</b>.",🥸
une patrie,родина,"Le Québec est ma <b>patrie</b>.","Квебек — моя <b>родина</b>.",🏠
un gendarme,жандарм,"Le <b>gendarme</b> patrouille.","<b>Жандарм</b> патрулирует.",👮
vierge,девственный; чистый,"C'est une forêt <b>vierge</b>.","Это <b>девственный</b> лес.",🌲
une cloche,колокол,"La <b>cloche</b> sonne.","<b>Колокол</b> звонит.",🔔
un voeu,пожелание; обет,"Fais un <b>vœu</b> !","Загадай <b>желание</b>!",⭐
un assistant,ассистент,"C'est mon <b>assistant</b>.","Это мой <b>ассистент</b>.",👔
regagner,вернуться; отвоёвывать,"Il a <b>regagné</b> sa place.","Он <b>вернулся</b> на своё место.",🔙
un matériel,оборудование,"J'ai acheté du <b>matériel</b>.","Я купил <b>оборудование</b>.",🔧
dissimuler,скрывать,"Il <b>dissimule</b> la vérité.","Он <b>скрывает</b> правду.",🤫
longuement,долго,"On en a <b>longuement</b> parlé.","Мы <b>долго</b> об этом говорили.",⏳
un prétexte,предлог,"Sous <b>prétexte</b> de maladie.","Под <b>предлогом</b> болезни.",🤥
consulter,консультироваться,"<b>Consulte</b> un médecin.","<b>Обратись</b> к врачу.",🩺
une télévision,телевизор,"Je regarde la <b>télévision</b>.","Я смотрю <b>телевизор</b>.",📺
un ascenseur,лифт,"Prends l'<b>ascenseur</b>.","Поднимись на <b>лифте</b>.",🛗
une théorie,теория,"C'est juste une <b>théorie</b>.","Это просто <b>теория</b>.",🧪
soumettre,подчинять; представлять,"Je <b>soumets</b> ma candidature.","Я <b>подаю</b> свою кандидатуру.",📝
une instruction,инструкция; образование,"Suis les <b>instructions</b>.","Следуй <b>инструкциям</b>.",📋
guetter,подстерегать; высматривать,"Il <b>guette</b> son arrivée.","Он <b>высматривает</b> её приход.",👀
