French,Russian,ExampleFrench,ExampleRussian,Emoji
"rendu, rendue",дошедший; утомлённый,"On est <b>rendus</b>.","Мы <b>дошли</b>.",🏁
"gardien, gardienne",охранный; сторожевой,"Le chien <b>gardien</b>.","<b>Сторожевой</b> пёс.",🐕
un architecte,архитектор,"L'<b>architecte</b> dessine les plans.","<b>Архитектор</b> рисует планы.",📐
un baby,малыш (англ.),"C'est mon <b>baby</b>.","Это мой <b>малыш</b>.",👶
"parent, parente",родственный,"Les langues <b>parentes</b>.","<b>Родственные</b> языки.",👨‍👩‍👧
près de,около; почти,"<b>Près de</b> cent personnes.","<b>Около</b> ста человек.",📍
"tombé, tombée",упавший; павший,"Un soldat <b>tombé</b>.","<b>Павший</b> солдат.",🪖
"écarté, écartée",отстранённый; раздвинутый,"Les bras <b>écartés</b>.","<b>Раздвинутые</b> руки.",🤷
canon,офигенный (разг.),"Elle est <b>canon</b> !","Она <b>бомба</b>!",🔥
une crêpe,блин,"Une <b>crêpe</b> au sucre.","<b>Блин</b> с сахаром.",🥞
un polonais,поляк,"Il est <b>polonais</b>.","Он <b>поляк</b>.",🇵🇱
un aigle,орёл,"L'<b>aigle</b> vole haut.","<b>Орёл</b> летит высоко.",🦅
un mark,марка (валюта),"Le <b>mark</b> allemand.","Немецкая <b>марка</b>.",💰
un mignon,миляга; любимчик,"C'est mon <b>mignon</b>.","Это мой <b>милый</b>.",🥰
un court,корт,"Le <b>court</b> de tennis.","Теннисный <b>корт</b>.",🎾
yeah,да! ура!,"<b>Yeah</b>, on a gagné !","<b>Да</b>, мы победили!",🎉
"tu, tue",убитый (только ж.р.),"Une personne <b>tuée</b>.","<b>Убитый</b> человек.",💀
damer,утрамбовывать; побить,"<b>Damer</b> le pion à quelqu'un.","<b>Обставить</b> кого-то.",🏁
un fût,бочка; ствол,"Un <b>fût</b> de vin.","<b>Бочка</b> вина.",🛢️
un nichon,сиська (груб.),"De gros <b>nichons</b>. (vulgaire)","Большие <b>сиськи</b>. (груб.)",🤬
un g,буква Г,"Le <b>g</b> se prononce différemment.","<b>Г</b> произносится по-разному.",🔤
un team,команда (англ.),"Notre <b>team</b> est la meilleure.","Наша <b>команда</b> лучшая.",👥
les entrailles,внутренности,"Les <b>entrailles</b> de la terre.","<b>Недра</b> земли.",🌍
une girl,девушка (англ.),"Les <b>girls</b> du cabaret.","<b>Девушки</b> из кабаре.",💃
un coco,кокос; тип (разг.),"C'est un drôle de <b>coco</b>.","Странный <b>тип</b>.",🥥
un ya,йогурт (разг.),"Je mange un <b>ya</b>.","Я ем <b>йогурт</b>.",🥛
un autre,другой (субст.),"L'<b>autre</b> est parti.","<b>Другой</b> ушёл.",👤
argent,серебряный,"Une bague en <b>argent</b>.","<b>Серебряное</b> кольцо.",💍
lover,свёртывать; сворачиваться,"Se <b>lover</b> dans le canapé.","<b>Свернуться</b> на диване.",🐍
au fur et à mesure,по мере; постепенно,"<b>Au fur et à mesure</b> du temps.","<b>По мере</b> того как.",⏳
un original,оригинал; чудак,"C'est un <b>original</b>.","Он <b>чудак</b>.",🎭
un gitan,цыган,"Les <b>gitans</b> voyagent.","<b>Цыгане</b> путешествуют.",🎸
un privé,частный детектив,"Engager un <b>privé</b>.","Нанять <b>частного детектива</b>.",🕵️
modèle,образцовый,"Un élève <b>modèle</b>.","<b>Образцовый</b> ученик.",⭐
un principal,директор; главное,"Le <b>principal</b> du collège.","<b>Директор</b> колледжа.",👨‍💼
une musette,волынка; сумка,"La <b>musette</b> du soldat.","<b>Сумка</b> солдата.",🎒
une enseigne,вывеска; знамя,"L'<b>enseigne</b> du magasin.","<b>Вывеска</b> магазина.",🪧
"pascal, pascale",пасхальный,"L'agneau <b>pascal</b>.","<b>Пасхальный</b> агнец.",🐑
"monté, montée",поднявшийся; взведённый,"Un cheval <b>monté</b>.","<b>Осёдланная</b> лошадь.",🐎
un by,бай; пока,"<b>By</b>, à plus !","<b>Пока</b>!",👋
suivant,согласно; в зависимости,"<b>Suivant</b> les circonstances.","<b>В зависимости</b> от обстоятельств.",📊
les maths,математика (разг.),"Je suis nul en <b>maths</b>.","Я плох в <b>математике</b>.",🔢
celles-ci,эти (вот эти ж.р.),"<b>Celles-ci</b> sont jolies.","<b>Эти</b> красивые.",👆
un heureux,счастливец,"Faire des <b>heureux</b>.","Осчастливить.",😊
nature,натуральный; простой,"Un yaourt <b>nature</b>.","<b>Натуральный</b> йогурт.",🥛
un solde,остаток; распродажа,"Les <b>soldes</b> d'hiver.","Зимняя <b>распродажа</b>.",🏷️
les funérailles,похороны,"Les <b>funérailles</b> ont eu lieu.","<b>Похороны</b> состоялись.",⚰️
un mi,нота ми,"Un <b>mi</b> bémol.","<b>Ми</b> бемоль.",🎵
gare,берегись!,"<b>Gare</b> à toi !","<b>Берегись</b>!",⚠️
ci,здесь; вот,"<b>Ci</b>-joint le document.","<b>Прилагается</b> документ.",📎
une pendule,настенные часы,"La <b>pendule</b> sonne midi.","<b>Часы</b> бьют полдень.",🕰️
"tué, tuée",убитый,"Un homme <b>tué</b>.","<b>Убитый</b> мужчина.",💀
"revenu, revenue",вернувшийся,"Elle est <b>revenue</b>.","Она <b>вернулась</b>.",↩️
une brigadière,бригадир (ж.р.),"La <b>brigadière</b> dirige l'équipe.","<b>Бригадир</b> руководит командой.",👩‍🏭
un mauvais,плохой (субст.),"Trier le bon du <b>mauvais</b>.","Отделить хорошее от <b>плохого</b>.",👎
un k,буква К,"Le mot s'écrit avec un <b>k</b>.","Слово пишется с <b>к</b>.",🔤
