French,Russian,ExampleFrench,ExampleRussian,Emoji
légalement,законно,"Agir <b>légalement</b>.","Действовать <b>законно</b>.",⚖️
une tueuse,убийца (ж),"Une <b>tueuse</b> en série.","Серийная <b>убийца</b>.",🔪
un industriel,промышленник,"Un riche <b>industriel</b>.","Богатый <b>промышленник</b>.",🏭
beige,бежевый,"Un manteau <b>beige</b>.","<b>Бежевое</b> пальто.",🧥
"trompeur, trompeuse",обманчивый,"Une apparence <b>trompeuse</b>.","<b>Обманчивая</b> внешность.",🎭
un résumé,резюме,"Faire un <b>résumé</b>.","Составить <b>резюме</b>.",📄
"ingénieux, ingénieuse",изобретательный,"Une solution <b>ingénieuse</b>.","<b>Изобретательное</b> решение.",💡
siéger,заседать,"<b>Siéger</b> au tribunal.","<b>Заседать</b> в суде.",⚖️
raccourcir,укорачивать,"<b>Raccourcir</b> la jupe.","<b>Укоротить</b> юбку.",👗
un artilleur,артиллерист,"Un <b>artilleur</b> expérimenté.","Опытный <b>артиллерист</b>.",💣
une insouciance,беспечность,"Vivre dans l'<b>insouciance</b>.","Жить в <b>беспечности</b>.",😊
infirme,инвалид,"Un <b>infirme</b> de guerre.","Военный <b>инвалид</b>.",♿
une manif,демонстрация,"Participer à une <b>manif</b>.","Участвовать в <b>демонстрации</b>.",📢
rétorquer,возражать,"<b>Rétorquer</b> vivement.","<b>Резко возразить</b>.",🗣️
coriace,жёсткий,"Une viande <b>coriace</b>.","<b>Жёсткое</b> мясо.",🥩
"désireux, désireuse",желающий,"<b>Désireux</b> de réussir.","<b>Желающий</b> преуспеть.",✨
rôtir,жарить,"<b>Rôtir</b> un poulet.","<b>Жарить</b> курицу.",🍗
un ragoût,рагу,"Un <b>ragoût</b> de légumes.","Овощное <b>рагу</b>.",🥘
un score,счёт,"Le <b>score</b> final.","Итоговый <b>счёт</b>.",📊
réintégrer,восстанавливать,"<b>Réintégrer</b> son poste.","<b>Восстановиться</b> на работе.",💼
une furie,фурия,"Entrer dans une <b>furie</b>.","Впасть в <b>ярость</b>.",😡
un lin,лён,"Une chemise en <b>lin</b>.","Льняная <b>рубашка</b>.",👔
maussade,угрюмый,"Un temps <b>maussade</b>.","<b>Угрюмая</b> погода.",🌧️
"frémissant, frémissante",трепещущий,"Des lèvres <b>frémissantes</b>.","<b>Трепещущие</b> губы.",💋
un terrorisme,терроризм,"Lutter contre le <b>terrorisme</b>.","Бороться с <b>терроризмом</b>.",⚠️
précoce,преждевременный,"Un enfant <b>précoce</b>.","<b>Одарённый</b> ребёнок.",🧒
un pif,нос (разг.),"Avoir le <b>pif</b> fin.","Иметь тонкое <b>чутьё</b>.",👃
un relent,запашок,"Des <b>relents</b> de tabac.","<b>Запашок</b> табака.",💨
une restriction,ограничение,"Sans <b>restriction</b>.","Без <b>ограничений</b>.",🚫
automobile,автомобильный,"L'industrie <b>automobile</b>.","<b>Автомобильная</b> промышленность.",🚗
un lampadaire,фонарный столб,"Un <b>lampadaire</b> de rue.","Уличный <b>фонарь</b>.",💡
