French,Russian,ExampleFrench,ExampleRussian,Emoji
"fier, fière","гордый, -ая","Je suis <b>fier</b> de toi.","Я <b>горжусь</b> тобой.",🎖️
un poisson,рыба,"J'aime manger du <b>poisson</b>.","Я люблю есть <b>рыбу</b>.",🐟
un courage,смелость,"Tu as beaucoup de <b>courage</b>.","У тебя много <b>смелости</b>.",🦁
un lieutenant,лейтенант,"Le <b>lieutenant</b> a donné l'ordre.","<b>Лейтенант</b> отдал приказ.",🎖️
une mission,миссия; задание,"J'ai une <b>mission</b> importante.","У меня важная <b>миссия</b>.",🎯
riche,богатый,"Il est devenu <b>riche</b>.","Он стал <b>богатым</b>.",💰
un soin,забота; уход,"Prends <b>soin</b> de toi.","<b>Береги</b> себя.",❤️
un danger,опасность,"Il y a un <b>danger</b> ici.","Здесь есть <b>опасность</b>.",⚠️
ficher,записывать; наплевать (разг.),"Je m'en <b>fiche</b>.","Мне <b>всё равно</b>.",🤷
repartir,уезжать снова; начинать заново,"Je dois <b>repartir</b> demain.","Мне нужно <b>уехать</b> завтра.",🚗
une direction,направление; руководство,"Dans quelle <b>direction</b> dois-je aller ?","В каком <b>направлении</b> мне идти?",🧭
commander,заказывать; командовать,"Je vais <b>commander</b> une pizza.","Я <b>закажу</b> пиццу.",🍕
un pont,мост,"Le <b>pont</b> Jacques-Cartier est magnifique.","Мост Жак-Картье великолепен.",🌉
une société,общество; компания,"Notre <b>société</b> recherche des employés.","Наша <b>компания</b> ищет сотрудников.",🏢
une chaleur,тепло; жара,"Quelle <b>chaleur</b> aujourd'hui !","Какая <b>жара</b> сегодня!",🔥
une montagne,гора,"Les <b>montagnes</b> sont couvertes de neige.","<b>Горы</b> покрыты снегом.",🏔️
un détail,деталь; подробность,"Donne-moi plus de <b>détails</b>.","Дай мне больше <b>подробностей</b>.",🔍
une page,страница,"Tourne la <b>page</b>.","Переверни <b>страницу</b>.",📖
un enfer,ад,"C'était un véritable <b>enfer</b>.","Это был настоящий <b>ад</b>.",🔥
un projet,проект,"J'ai un <b>projet</b> intéressant.","У меня есть интересный <b>проект</b>.",📋
un marché,рынок,"Je vais au <b>marché</b> acheter des légumes.","Я иду на <b>рынок</b> за овощами.",🛒
une chanson,песня,"Cette <b>chanson</b> est magnifique.","Эта <b>песня</b> великолепна.",🎵
un cinéma,кинотеатр; кино,"On va au <b>cinéma</b> ce soir ?","Пойдём в <b>кино</b> сегодня вечером?",🎬
sombre,тёмный; мрачный,"Il fait <b>sombre</b> ici.","Здесь <b>темно</b>.",🌑
une phrase,фраза,"Je n'ai pas compris cette <b>phrase</b>.","Я не понял эту <b>фразу</b>.",💬
une ferme,ферма,"Mes grands-parents ont une <b>ferme</b>.","У моих бабушки и дедушки есть <b>ферма</b>.",🏡
une mademoiselle,девушка; мадемуазель,"<b>Mademoiselle</b>, puis-je vous aider ?","<b>Мадемуазель</b>, могу я вам помочь?",👩
remplir,наполнять; заполнять,"<b>Remplis</b> ce formulaire, s'il te plaît.","<b>Заполни</b> эту форму, пожалуйста.",📝
coûter,стоить,"<b>Combien</b> ça <b>coûte</b> ?","<b>Сколько</b> это <b>стоит</b>?",💵
une pitié,жалость,"J'ai <b>pitié</b> de lui.","Мне его <b>жаль</b>.",😢
écraser,давить; раздавливать,"J'ai <b>écrasé</b> une mouche.","Я <b>раздавил</b> муху.",👟
forcer,заставлять; форсировать,"Ne me <b>force</b> pas à le faire.","Не <b>заставляй</b> меня это делать.",💪
une radio,радио,"J'écoute la <b>radio</b> en conduisant.","Я слушаю <b>радио</b> за рулём.",📻
un meurtre,убийство,"C'est un <b>meurtre</b> horrible.","Это ужасное <b>убийство</b>.",⚔️
un vol,полёт; кража,"Le <b>vol</b> dure six heures.","<b>Полёт</b> длится шесть часов.",✈️
une note,записка; оценка; нота,"J'ai eu une bonne <b>note</b> à l'examen.","Я получил хорошую <b>оценку</b> на экзамене.",📝
un ennui,скука; неприятность,"J'ai des <b>ennuis</b> au travail.","У меня <b>неприятности</b> на работе.",😐
justement,как раз; именно,"C'est <b>justement</b> ce que je voulais dire.","Это <b>как раз</b> то, что я хотел сказать.",✅
naturellement,естественно; конечно,"<b>Naturellement</b>, je suis d'accord.","<b>Конечно</b>, я согласен.",👍
nommer,называть; назначать,"On l'a <b>nommé</b> directeur.","Его <b>назначили</b> директором.",📋
un front,фронт; лоб,"Les soldats sont au <b>front</b>.","Солдаты на <b>фронте</b>.",⚔️
un horizon,горизонт,"Le soleil se couche à l'<b>horizon</b>.","Солнце садится за <b>горизонт</b>.",🌅
un plat,блюдо,"Ce <b>plat</b> est délicieux.","Это <b>блюдо</b> вкусное.",🍽️
nombreux,многочисленный,"Il y a de <b>nombreux</b> touristes ici.","Здесь <b>много</b> туристов.",👥
une vertu,добродетель,"La patience est une <b>vertu</b>.","Терпение — <b>добродетель</b>.",✨
une quantité,количество,"J'ai une grande <b>quantité</b> de travail.","У меня большое <b>количество</b> работы.",📊
exprimer,выражать,"Je ne sais pas comment <b>exprimer</b> mes sentiments.","Не знаю, как <b>выразить</b> свои чувства.",💬
immédiatement,немедленно,"Viens <b>immédiatement</b> !","Иди <b>немедленно</b>!",⚡
une poche,карман,"J'ai mis les clés dans ma <b>poche</b>.","Я положил ключи в <b>карман</b>.",👖
former,формировать; обучать,"Cette école <b>forme</b> des ingénieurs.","Эта школа <b>готовит</b> инженеров.",🎓
un nuage,облако,"Le ciel est couvert de <b>nuages</b>.","Небо покрыто <b>облаками</b>.",☁️
un mariage,брак; свадьба,"Leur <b>mariage</b> a duré dix ans.","Их <b>брак</b> длился десять лет.",💒
résister,сопротивляться,"Je ne peux pas <b>résister</b> au chocolat.","Я не могу <b>устоять</b> перед шоколадом.",💪
une figure,лицо; фигура,"Il a une drôle de <b>figure</b>.","У него смешное <b>лицо</b>.",😊
un ordre,порядок; приказ,"L'<b>ordre</b> alphabétique.","Алфавитный <b>порядок</b>.",📋
précis,точный,"Sois plus <b>précis</b>.","Будь <b>точнее</b>.",🎯
intelligent,умный,"C'est un garçon très <b>intelligent</b>.","Это очень <b>умный</b> мальчик.",🧠
inspirer,вдохновлять,"Cette musique m'<b>inspire</b>.","Эта музыка меня <b>вдохновляет</b>.",💫
installer,устанавливать,"J'ai <b>installé</b> une nouvelle application.","Я <b>установил</b> новое приложение.",📱
un instant,мгновение,"Attends un <b>instant</b>.","Подожди <b>секунду</b>.",⏱️
gouverner,управлять; править,"C'est difficile de <b>gouverner</b> un pays.","<b>Управлять</b> страной сложно.",🏛️
dessiner,рисовать,"J'aime <b>dessiner</b> des paysages.","Я люблю <b>рисовать</b> пейзажи.",🎨
une fortune,состояние; удача,"Il a fait <b>fortune</b> dans l'immobilier.","Он <b>разбогател</b> на недвижимости.",💰
satisfaire,удовлетворять,"Cette réponse ne me <b>satisfait</b> pas.","Этот ответ меня не <b>удовлетворяет</b>.",😐
considérer,считать; рассматривать,"Je <b>considère</b> que c'est une bonne idée.","Я <b>считаю</b>, что это хорошая идея.",🤔
élève,ученик,"L'<b>élève</b> a bien répondu à la question.","<b>Ученик</b> хорошо ответил на вопрос.",👨‍🎓
disposer,располагать; размещать,"Je <b>dispose</b> de peu de temps.","У меня мало времени в <b>распоряжении</b>.",📋
une conscience,совесть; сознание,"J'ai la <b>conscience</b> tranquille.","У меня <b>совесть</b> чиста.",💭
établir,устанавливать; основывать,"On a <b>établi</b> de nouvelles règles.","Мы <b>установили</b> новые правила.",📋
constituer,составлять,"Cela <b>constitue</b> un problème.","Это <b>составляет</b> проблему.",🔧
principal,главный,"C'est le problème <b>principal</b>.","Это <b>главная</b> проблема.",⭐
supérieur,высший; выше,"L'étage <b>supérieur</b> est fermé.","<b>Верхний</b> этаж закрыт.",⬆️
distinguer,различать,"Je n'arrive pas à <b>distinguer</b> ces deux couleurs.","Я не могу <b>различить</b> эти два цвета.",👀
représenter,представлять,"Cette photo <b>représente</b> ma famille.","Эта фотография <b>представляет</b> мою семью.",🖼️
éprouver,испытывать; чувствовать,"J'<b>éprouve</b> de la joie.","Я <b>испытываю</b> радость.",❤️
un bureau,офис; кабинет,"Je travaille dans un grand <b>bureau</b>.","Я работаю в большом <b>офисе</b>.",🏢
matière,материя; предмет (учебный),"C'est ma <b>matière</b> préférée.","Это мой любимый <b>предмет</b>.",📚
