French,Russian,ExampleFrench,ExampleRussian,Emoji
une boue,грязь,"J'ai de la <b>boue</b> sur mes chaussures.","На моих ботинках <b>грязь</b>.",🥾
une université,университет,"J'étudie à l'<b>université</b>.","Я учусь в <b>университете</b>.",🎓
un singe,обезьяна,"Le <b>singe</b> grimpe à l'arbre.","<b>Обезьяна</b> лезет на дерево.",🐒
"italien, italienne",итальянский,"C'est un plat <b>italien</b>.","Это <b>итальянское</b> блюдо.",🇮🇹
un nerf,нерв,"Tu me tapes sur les <b>nerfs</b>.","Ты мне действуешь на <b>нервы</b>.",😤
renverser,переворачивать; опрокидывать,"J'ai <b>renversé</b> mon café.","Я <b>опрокинул</b> кофе.",☕
employer,использовать; нанимать,"Il <b>emploie</b> dix personnes.","Он <b>нанимает</b> десять человек.",👥
un curé,священник (католич.),"Le <b>curé</b> de la paroisse.","<b>Священник</b> прихода.",⛪
une curiosité,любопытство,"La <b>curiosité</b> est un défaut.","<b>Любопытство</b> — это недостаток.",🧐
une misère,нищета; несчастье,"Il vit dans la <b>misère</b>.","Он живёт в <b>нищете</b>.",😢
vêtir,одевать,"<b>Vêts</b>-toi chaudement.","<b>Оденься</b> тепло.",👗
solide,прочный; крепкий,"C'est un matériau <b>solide</b>.","Это <b>прочный</b> материал.",💪
un médicament,лекарство,"Prends ce <b>médicament</b>.","Прими это <b>лекарство</b>.",💊
