French,Russian,ExampleFrench,ExampleRussian,Emoji
buter,натыкаться; упираться,"J'ai <b>buté</b> sur une pierre.","Я <b>споткнулся</b> о камень.",🪨
un serpent,змея,"J'ai peur des <b>serpents</b>.","Я боюсь <b>змей</b>.",🐍
signaler,сигнализировать,"Je dois <b>signaler</b> un problème.","Мне нужно <b>сообщить</b> о проблеме.",📢
une possibilité,возможность,"C'est une <b>possibilité</b>.","Это <b>возможность</b>.",💡
une rage,бешенство; ярость,"Il est fou de <b>rage</b>.","Он в <b>ярости</b>.",😡
un prénom,имя,"Quel est ton <b>prénom</b> ?","Как тебя <b>зовут</b>?",👋
une cage,клетка,"L'oiseau est dans la <b>cage</b>.","Птица в <b>клетке</b>.",🐦
fragile,хрупкий,"C'est un objet <b>fragile</b>.","Это <b>хрупкий</b> предмет.",🥚
un avantage,преимущество,"C'est un grand <b>avantage</b>.","Это большое <b>преимущество</b>.",✅
"pressé, pressée",спешащий,"Je suis <b>pressé</b>.","Я <b>спешу</b>.",⏰
une ceinture,пояс; ремень,"Attache ta <b>ceinture</b>.","Пристегни <b>ремень</b>.",🔗
un automne,осень,"L'<b>automne</b> est ma saison préférée.","<b>Осень</b> — моё любимое время года.",🍂
craquer,трещать; сдаваться,"J'ai <b>craqué</b> pour elle.","Я <b>запал</b> на неё.",💘
un habit,костюм; одежда,"Mets tes <b>habits</b> du dimanche.","Надень <b>праздничную одежду</b>.",👔
une poupée,кукла,"Elle joue avec sa <b>poupée</b>.","Она играет со своей <b>куклой</b>.",🎎
intervenir,вмешиваться,"La police a dû <b>intervenir</b>.","Полиции пришлось <b>вмешаться</b>.",👮
un bagage,багаж,"Mes <b>bagages</b> sont lourds.","Мой <b>багаж</b> тяжёлый.",🧳
frotter,тереть,"<b>Frotte</b> bien.","<b>Три</b> хорошенько.",🧽
opérer,оперировать,"Le chirurgien va l'<b>opérer</b>.","Хирург его <b>прооперирует</b>.",🏥
une discussion,обсуждение,"On a eu une longue <b>discussion</b>.","У нас был долгий <b>разговор</b>.",💬
un carton,картон; коробка,"Mets ça dans le <b>carton</b>.","Положи это в <b>коробку</b>.",📦
un régime,режим; диета,"Je suis au <b>régime</b>.","Я на <b>диете</b>.",🥗
une star,звезда (знаменитость),"C'est une <b>star</b> de cinéma.","Это кино<b>звезда</b>.",⭐
suggérer,предлагать,"Je te <b>suggère</b> de partir.","Я <b>предлагаю</b> тебе уехать.",💡
une station,станция,"La <b>station</b> de métro.","<b>Станция</b> метро.",🚇
une tristesse,грусть,"J'ai de la <b>tristesse</b>.","Мне <b>грустно</b>.",😢
un marchand,торговец,"Le <b>marchand</b> de fruits.","<b>Продавец</b> фруктов.",🍎
une jupe,юбка,"Elle porte une <b>jupe</b>.","На ней <b>юбка</b>.",👗
composer,составлять; сочинять,"Il <b>compose</b> de la musique.","Он <b>сочиняет</b> музыку.",🎵
annuler,отменять,"J'ai dû <b>annuler</b> mon vol.","Мне пришлось <b>отменить</b> рейс.",❌
un métro,метро,"Je prends le <b>métro</b>.","Я еду на <b>метро</b>.",🚇
exciter,возбуждать,"Cette nouvelle m'<b>excite</b>.","Эта новость меня <b>волнует</b>.",😃
une génération,поколение,"C'est une nouvelle <b>génération</b>.","Это новое <b>поколение</b>.",👶
affronter,противостоять,"Il faut <b>affronter</b> ses peurs.","Надо <b>встретить</b> свои страхи.",💪
un séjour,пребывание; гостиная,"Bon <b>séjour</b> au Québec !","Приятного <b>пребывания</b> в Квебеке!",🏨
un boulevard,бульвар,"Le <b>boulevard</b> Saint-Laurent.","<b>Бульвар</b> Сен-Лоран.",🛣️
un cochon,свинья,"Le <b>cochon</b> mange.","<b>Свинья</b> ест.",🐷
raccrocher,вешать трубку,"Ne <b>raccroche</b> pas !","Не <b>вешай</b> трубку!",📞
"élevé, élevée",высокий (о цене и т.д.),"Le prix est <b>élevé</b>.","Цена <b>высокая</b>.",📈
un accès,доступ,"L'<b>accès</b> est interdit.","<b>Доступ</b> запрещён.",🚫
une colonne,колонна; столбец,"La <b>colonne</b> vertébrale.","<b>Позвоночник</b>.",🦴
mouiller,мочить,"Ne te <b>mouille</b> pas.","Не <b>промокни</b>.",💧
décrocher,снимать (трубку),"<b>Décroche</b> le téléphone.","<b>Сними</b> трубку.",📞
un ancien,бывший; древний,"C'est mon <b>ancien</b> professeur.","Это мой <b>бывший</b> учитель.",👨‍🏫
un fromage,сыр,"Le <b>fromage</b> québécois est délicieux.","Квебекский <b>сыр</b> вкусный.",🧀
un vendredi,пятница,"On se voit <b>vendredi</b>.","Увидимся в <b>пятницу</b>.",📅
un champion,чемпион,"Il est <b>champion</b> du monde.","Он <b>чемпион</b> мира.",🏆
une disposition,расположение; готовность,"Je suis à ta <b>disposition</b>.","Я в твоём <b>распоряжении</b>.",🤝
un concours,конкурс,"J'ai gagné un <b>concours</b>.","Я выиграл <b>конкурс</b>.",🎯
un zéro,ноль,"La température est à <b>zéro</b>.","Температура <b>ноль</b>.",❄️
une approche,подход,"C'est une bonne <b>approche</b>.","Это хороший <b>подход</b>.",🎯
vaincre,побеждать,"Il a <b>vaincu</b> ses adversaires.","Он <b>победил</b> своих противников.",🏆
comporter,вести себя; включать,"<b>Comporte</b>-toi bien.","<b>Веди</b> себя хорошо.",👍
un accent,акцент,"Tu as un <b>accent</b> français.","У тебя <b>французский</b> акцент.",🗣️
impliquer,вовлекать,"Ça <b>implique</b> beaucoup de travail.","Это <b>подразумевает</b> много работы.",🔗
ôter,снимать; убирать,"<b>Ôte</b> ton chapeau.","<b>Сними</b> шляпу.",🎩
un produit,продукт,"C'est un bon <b>produit</b>.","Это хороший <b>продукт</b>.",📦
une soie,шёлк,"Une robe en <b>soie</b>.","Платье из <b>шёлка</b>.",👗
dévorer,пожирать,"Il a <b>dévoré</b> son repas.","Он <b>проглотил</b> свой обед.",🍽️
un drapeau,флаг,"Le <b>drapeau</b> du Québec.","<b>Флаг</b> Квебека.",🏳️
"muet, muette",немой,"Il est resté <b>muet</b>.","Он остался <b>нем</b>.",🤐
un tir,выстрел,"J'ai entendu un <b>tir</b>.","Я услышал <b>выстрел</b>.",🔫
une pêche,персик; рыбалка,"J'adore les <b>pêches</b>.","Я обожаю <b>персики</b>.",🍑
une tasse,чашка,"Une <b>tasse</b> de café.","<b>Чашка</b> кофе.",☕
