French,Russian,ExampleFrench,ExampleRussian,Emoji
une miette,крошка,"Pas une <b>miette</b>.","Ни <b>крошки</b>.",🍞
une ambiance,атмосфера,"L'<b>ambiance</b> est bonne.","<b>Атмосфера</b> хорошая.",🎉
revêtir,надевать; облекать,"<b>Revêtir</b> un uniforme.","<b>Надеть</b> форму.",👔
feindre,притворяться,"<b>Feindre</b> la surprise.","<b>Притвориться</b> удивлённым.",🎭
une pénombre,полумрак,"Dans la <b>pénombre</b>.","В <b>полумраке</b>.",🌑
un pape,папа римский,"Le <b>Pape</b> François.","<b>Папа</b> Франциск.",⛪
une inscription,надпись; регистрация,"L'<b>inscription</b> sur le mur.","<b>Надпись</b> на стене.",✍️
un gang,банда,"Un <b>gang</b> de criminels.","<b>Банда</b> преступников.",👥
"européen, européenne",европейский,"L'Union <b>européenne</b>.","<b>Европейский</b> союз.",🇪🇺
frémir,дрожать,"<b>Frémir</b> de peur.","<b>Дрожать</b> от страха.",😨
offenser,оскорблять,"Je ne voulais pas t'<b>offenser</b>.","Я не хотел тебя <b>оскорбить</b>.",😔
"sanglant, sanglante",кровавый,"Une bataille <b>sanglante</b>.","<b>Кровавая</b> битва.",⚔️
une baleine,кит,"La <b>baleine</b> bleue.","Синий <b>кит</b>.",🐋
une guise,образ; манера,"À sa <b>guise</b>.","На свой <b>лад</b>.",🤷
une initiative,инициатива,"Prendre l'<b>initiative</b>.","Взять <b>инициативу</b>.",💡
flanquer,швырять; давать,"<b>Flanque</b>-le dehors !","<b>Вышвырни</b> его!",🚪
un veau,телёнок; телятина,"Un steak de <b>veau</b>.","Стейк из <b>телятины</b>.",🥩
un casino,казино,"Jouer au <b>casino</b>.","Играть в <b>казино</b>.",🎰
un écrit,текст; письменная работа,"Un examen <b>écrit</b>.","<b>Письменный</b> экзамен.",📝
cirer,натирать воском,"<b>Cire</b> tes chaussures.","<b>Начисти</b> ботинки.",👞
une tarte,пирог,"Une <b>tarte</b> aux pommes.","Яблочный <b>пирог</b>.",🥧
plaider,защищать в суде,"<b>Plaider</b> non coupable.","<b>Заявить</b> о невиновности.",⚖️
une quête,поиск; сбор,"Une <b>quête</b> spirituelle.","Духовный <b>поиск</b>.",🔍
un phénomène,феномен,"C'est un <b>phénomène</b> rare.","Это редкий <b>феномен</b>.",✨
"maladroit, maladroite",неуклюжий,"Il est <b>maladroit</b>.","Он <b>неуклюжий</b>.",🤕
contrarier,раздражать,"Ça me <b>contrarie</b>.","Это меня <b>раздражает</b>.",😤
une promotion,повышение,"Obtenir une <b>promotion</b>.","Получить <b>повышение</b>.",📈
un nain,карлик,"Blanche-Neige et les sept <b>nains</b>.","Белоснежка и семь <b>гномов</b>.",🧙
un syndicat,профсоюз,"Le <b>syndicat</b> des travailleurs.","<b>Профсоюз</b> рабочих.",👷
